Type;ESR-7;
Version;3.48;
Date;15.Oct 25;
Mode;ANALYZER;
Center Freq;3100000000.000000;Hz
Freq Offset;0.000000;Hz
Span;0.000000;Hz
x-Axis;LIN;
Start;3100000000.000000;Hz
Stop;3100000000.000000;Hz
Ref Level;-5.000000;dBm
Level Offset;0.000000;dB
Ref Position;100.000000;%
y-Axis;LOG;
Level Range;100.000000;dB
Rf Att;15.000000;dB
El Att;0.000000;dB
RBW;100000.000000;Hz
VBW;100000.000000;Hz
SWT;95.000000;s
Trace Mode;CLR/WRITE;
Detector;AUTOPEAK;
Sweep Count;0;
Trace 1:;;
x-Unit;s;
y-Unit;dBm;
Preamplifier;OFF;
Transducer;OFF;
5.8425000000000091;-65.384849548339844;-65.384849548339844
5.8900000000000095;-64.967094421386719;-64.967094421386719
5.9375000000000098;-64.797409057617187;-64.797409057617187
5.9850000000000101;-64.520980834960938;-64.520980834960938
6.0325000000000104;-64.141960144042969;-64.141960144042969
6.0800000000000107;-63.954586029052734;-63.954586029052734
6.127500000000011;-63.784500122070313;-63.784500122070313
6.1750000000000114;-63.623516082763672;-63.623516082763672
6.2225000000000117;-63.503623962402344;-63.503623962402344
6.270000000000012;-63.559955596923828;-63.559955596923828
6.3175000000000123;-63.391429901123047;-63.391429901123047
6.3650000000000126;-63.342491149902344;-63.342491149902344
6.412500000000013;-63.183872222900391;-63.183872222900391
6.4600000000000133;-63.029899597167969;-63.029899597167969
6.5075000000000136;-62.989154815673828;-62.989154815673828
6.5550000000000139;-63.005645751953125;-63.005645751953125
6.6025000000000142;-62.931285858154297;-62.931285858154297
6.6500000000000146;-62.808605194091797;-62.808605194091797
6.6975000000000149;-62.678874969482422;-62.678874969482422
6.7450000000000152;-62.633991241455078;-62.633991241455078
6.7925000000000155;-62.470729827880859;-62.470729827880859
6.8400000000000158;-62.432289123535156;-62.432289123535156
6.8875000000000162;-62.367946624755859;-62.367946624755859
6.9350000000000165;-62.293170928955078;-62.293170928955078
6.9825000000000168;-62.359401702880859;-62.359401702880859
7.0300000000000171;-62.242546081542969;-62.242546081542969
7.0775000000000174;-62.404273986816406;-62.404273986816406
7.1250000000000178;-62.535835266113281;-62.535835266113281
7.1725000000000181;-62.503402709960938;-62.503402709960938
7.2200000000000184;-62.631420135498047;-62.631420135498047
7.2675000000000187;-62.755779266357422;-62.755779266357422
7.315000000000019;-62.810623168945312;-62.810623168945312
7.3625000000000194;-62.878353118896484;-62.878353118896484
7.4100000000000197;-63.079902648925781;-63.079902648925781
7.45750000000002;-62.875404357910156;-62.875404357910156
7.5050000000000203;-63.07843017578125;-63.07843017578125
7.5525000000000206;-63.198944091796875;-63.198944091796875
7.600000000000021;-63.522052764892578;-63.522052764892578
7.6475000000000213;-63.601913452148438;-63.601913452148438
7.6950000000000216;-63.598594665527344;-63.598594665527344
7.7425000000000219;-63.812564849853516;-63.812564849853516
7.7900000000000222;-64.008834838867187;-64.008834838867187
7.8375000000000226;-64.119194030761719;-64.119194030761719
7.8850000000000229;-64.176589965820312;-64.176589965820312
7.9325000000000232;-64.204696655273437;-64.204696655273437
7.9800000000000235;-64.200057983398438;-64.200057983398438
8.027500000000023;-64.219329833984375;-64.219329833984375
8.0750000000000224;-64.219146728515625;-64.219146728515625
8.1225000000000218;-64.243293762207031;-64.243293762207031
8.1700000000000212;-64.251487731933594;-64.251487731933594
8.2175000000000207;-64.415733337402344;-64.415733337402344
8.2650000000000201;-64.382041931152344;-64.382041931152344
8.3125000000000195;-64.316337585449219;-64.316337585449219
8.360000000000019;-64.332664489746094;-64.332664489746094
8.4075000000000184;-64.281936645507813;-64.281936645507813
8.4550000000000178;-64.344627380371094;-64.344627380371094
8.5025000000000173;-64.441001892089844;-64.441001892089844
8.5500000000000167;-64.82305908203125;-64.82305908203125
8.5975000000000161;-64.706245422363281;-64.706245422363281
8.6450000000000156;-65.012504577636719;-65.012504577636719
8.692500000000015;-65.218994140625;-65.218994140625
8.7400000000000144;-65.2684326171875;-65.2684326171875
8.7875000000000139;-65.125579833984375;-65.125579833984375
8.8350000000000133;-65.373199462890625;-65.373199462890625
8.8825000000000127;-65.275421142578125;-65.275421142578125
8.9300000000000122;-65.924880981445313;-65.924880981445313
8.9775000000000116;-66.287284851074219;-66.287284851074219
9.025000000000011;-66.053298950195312;-66.053298950195312
9.0725000000000104;-65.835853576660156;-65.835853576660156
9.1200000000000099;-66.067131042480469;-66.067131042480469
9.1675000000000093;-66.289695739746094;-66.289695739746094
9.2150000000000087;-66.412178039550781;-66.412178039550781
9.2625000000000082;-66.544929504394531;-66.544929504394531
9.3100000000000076;-66.35198974609375;-66.35198974609375
9.357500000000007;-66.239967346191406;-66.239967346191406
9.4050000000000065;-66.646026611328125;-66.646026611328125
9.4525000000000059;-66.638633728027344;-66.638633728027344
9.5000000000000053;-66.265243530273437;-66.265243530273437
9.5475000000000048;-66.119514465332031;-66.119514465332031
9.5950000000000042;-66.210334777832031;-66.210334777832031
9.6425000000000036;-66.277275085449219;-66.277275085449219
9.6900000000000031;-66.558830261230469;-66.558830261230469
9.7375000000000025;-66.76422119140625;-66.76422119140625
9.7850000000000019;-66.640098571777344;-66.640098571777344
9.8325000000000014;-66.627189636230469;-66.627189636230469
9.8800000000000008;-66.697013854980469;-66.697013854980469
9.9275000000000002;-66.501541137695312;-66.501541137695312
9.9749999999999996;-66.413291931152344;-66.413291931152344
10.022499999999999;-66.650833129882813;-66.650833129882813
10.069999999999999;-66.786811828613281;-66.786811828613281
10.117499999999998;-66.668220520019531;-66.668220520019531
10.164999999999997;-66.594589233398438;-66.594589233398438
10.212499999999997;-66.536712646484375;-66.536712646484375
10.259999999999996;-66.297660827636719;-66.297660827636719
10.307499999999996;-66.312042236328125;-66.312042236328125
10.354999999999995;-66.021087646484375;-66.021087646484375
10.402499999999995;-66.067497253417969;-66.067497253417969
10.449999999999994;-66.339942932128906;-66.339942932128906
10.497499999999993;-66.196388244628906;-66.196388244628906
10.544999999999993;-66.3963623046875;-66.3963623046875
10.592499999999992;-66.438735961914063;-66.438735961914063
10.639999999999992;-66.191619873046875;-66.191619873046875
10.687499999999991;-66.55352783203125;-66.55352783203125
10.734999999999991;-66.661186218261719;-66.661186218261719
10.78249999999999;-66.595703125;-66.595703125
10.829999999999989;-66.75726318359375;-66.75726318359375
10.877499999999989;-66.755058288574219;-66.755058288574219
10.924999999999988;-66.851943969726563;-66.851943969726563
10.972499999999988;-66.731842041015625;-66.731842041015625
11.019999999999987;-66.803001403808594;-66.803001403808594
11.067499999999987;-66.867713928222656;-66.867713928222656
11.114999999999986;-66.667671203613281;-66.667671203613281
11.162499999999985;-66.802642822265625;-66.802642822265625
11.209999999999985;-67.055198669433594;-67.055198669433594
11.257499999999984;-67.030876159667969;-67.030876159667969
11.304999999999984;-66.875930786132813;-66.875930786132813
11.352499999999983;-66.820518493652344;-66.820518493652344
11.399999999999983;-66.945175170898437;-66.945175170898437
11.447499999999982;-66.884140014648437;-66.884140014648437
11.494999999999981;-66.491546630859375;-66.491546630859375
11.542499999999981;-66.574577331542969;-66.574577331542969
11.58999999999998;-66.592933654785156;-66.592933654785156
11.63749999999998;-66.56304931640625;-66.56304931640625
11.684999999999979;-66.4666748046875;-66.4666748046875
11.732499999999979;-66.167816162109375;-66.167816162109375
11.779999999999978;-66.265617370605469;-66.265617370605469
11.827499999999977;-66.092117309570312;-66.092117309570312
11.874999999999977;-66.269882202148437;-66.269882202148437
11.922499999999976;-66.248077392578125;-66.248077392578125
11.969999999999976;-66.197113037109375;-66.197113037109375
12.017499999999975;-65.983139038085938;-65.983139038085938
12.064999999999975;-65.894683837890625;-65.894683837890625
12.112499999999974;-65.344993591308594;-65.344993591308594
12.159999999999973;-65.805221557617188;-65.805221557617188
12.207499999999973;-65.713897705078125;-65.713897705078125
12.254999999999972;-65.591140747070313;-65.591140747070313
12.302499999999972;-65.635780334472656;-65.635780334472656
12.349999999999971;-65.523300170898438;-65.523300170898438
12.397499999999971;-65.483406066894531;-65.483406066894531
12.44499999999997;-65.364471435546875;-65.364471435546875
12.49249999999997;-65.330375671386719;-65.330375671386719
12.539999999999969;-65.225387573242188;-65.225387573242188
12.587499999999968;-65.062248229980469;-65.062248229980469
12.634999999999968;-64.845726013183594;-64.845726013183594
12.682499999999967;-64.396827697753906;-64.396827697753906
12.729999999999967;-64.336524963378906;-64.336524963378906
12.777499999999966;-64.117897033691406;-64.117897033691406
12.824999999999966;-63.926853179931641;-63.926853179931641
12.872499999999965;-63.767734527587891;-63.767734527587891
12.919999999999964;-63.769214630126953;-63.769214630126953
12.967499999999964;-63.650920867919922;-63.650920867919922
13.014999999999963;-63.621849060058594;-63.621849060058594
13.062499999999963;-63.413688659667969;-63.413688659667969
13.109999999999962;-63.281906127929688;-63.281906127929688
13.157499999999962;-62.947681427001953;-62.947681427001953
13.204999999999961;-62.779499053955078;-62.779499053955078
13.25249999999996;-62.332588195800781;-62.332588195800781
13.29999999999996;-62.379981994628906;-62.379981994628906
13.347499999999959;-62.267910003662109;-62.267910003662109
13.394999999999959;-62.181812286376953;-62.181812286376953
13.442499999999958;-61.868064880371094;-61.868064880371094
13.489999999999958;-61.861289978027344;-61.861289978027344
13.537499999999957;-61.775150299072266;-61.775150299072266
13.584999999999956;-61.848480224609375;-61.848480224609375
13.632499999999956;-61.669132232666016;-61.669132232666016
13.679999999999955;-61.628185272216797;-61.628185272216797
13.727499999999955;-61.727424621582031;-61.727424621582031
13.774999999999954;-61.512966156005859;-61.512966156005859
13.822499999999954;-61.513332366943359;-61.513332366943359
13.869999999999953;-61.459297180175781;-61.459297180175781
13.917499999999952;-61.227367401123047;-61.227367401123047
13.964999999999952;-61.3387451171875;-61.3387451171875
14.012499999999951;-61.304389953613281;-61.304389953613281
14.059999999999951;-61.282417297363281;-61.282417297363281
14.10749999999995;-61.448165893554688;-61.448165893554688
14.15499999999995;-61.439960479736328;-61.439960479736328
14.202499999999949;-61.504512786865234;-61.504512786865234
14.249999999999948;-61.481788635253906;-61.481788635253906
14.297499999999948;-61.529506683349609;-61.529506683349609
14.344999999999947;-61.617794036865234;-61.617794036865234
14.392499999999947;-61.817081451416016;-61.817081451416016
14.439999999999946;-61.913623809814453;-61.913623809814453
14.487499999999946;-61.993778228759766;-61.993778228759766
14.534999999999945;-61.959056854248047;-61.959056854248047
14.582499999999945;-62.078254699707031;-62.078254699707031
14.629999999999944;-62.269016265869141;-62.269016265869141
14.677499999999943;-62.335918426513672;-62.335918426513672
14.724999999999943;-62.276573181152344;-62.276573181152344
14.772499999999942;-62.199150085449219;-62.199150085449219
14.819999999999942;-62.327587127685547;-62.327587127685547
14.867499999999941;-62.420555114746094;-62.420555114746094
14.914999999999941;-62.377067565917969;-62.377067565917969
14.96249999999994;-62.471649169921875;-62.471649169921875
15.009999999999939;-62.458385467529297;-62.458385467529297
15.057499999999939;-62.383636474609375;-62.383636474609375
15.104999999999938;-62.362491607666016;-62.362491607666016
15.152499999999938;-62.135227203369141;-62.135227203369141
15.199999999999937;-62.200977325439453;-62.200977325439453
15.247499999999937;-61.953315734863281;-61.953315734863281
15.294999999999936;-61.986495971679688;-61.986495971679688
15.342499999999935;-61.762168884277344;-61.762168884277344
15.389999999999935;-61.717464447021484;-61.717464447021484
15.437499999999934;-61.600662231445313;-61.600662231445313
15.484999999999934;-61.570838928222656;-61.570838928222656
15.532499999999933;-61.529331207275391;-61.529331207275391
15.579999999999933;-61.315952301025391;-61.315952301025391
15.627499999999932;-61.331932067871094;-61.331932067871094
15.674999999999931;-61.319992065429688;-61.319992065429688
15.722499999999931;-61.253395080566406;-61.253395080566406
15.76999999999993;-61.202594757080078;-61.202594757080078
15.81749999999993;-61.194816589355469;-61.194816589355469
15.864999999999929;-61.235916137695312;-61.235916137695312
15.912499999999929;-61.295600891113281;-61.295600891113281
15.959999999999928;-61.313381195068359;-61.313381195068359
16.007499999999929;-61.541667938232422;-61.541667938232422
16.054999999999929;-61.615242004394531;-61.615242004394531
16.102499999999928;-61.780719757080078;-61.780719757080078
16.149999999999928;-61.934097290039062;-61.934097290039062
16.197499999999927;-61.896320343017578;-61.896320343017578
16.244999999999926;-62.101810455322266;-62.101810455322266
16.292499999999926;-62.251911163330078;-62.251911163330078
16.339999999999925;-62.523399353027344;-62.523399353027344
16.387499999999925;-62.556522369384766;-62.556522369384766
16.434999999999924;-62.747589111328125;-62.747589111328125
16.482499999999924;-62.928916931152344;-62.928916931152344
16.529999999999923;-62.892784118652344;-62.892784118652344
16.577499999999922;-63.073802947998047;-63.073802947998047
16.624999999999922;-63.334087371826172;-63.334087371826172
16.672499999999921;-63.268558502197266;-63.268558502197266
16.719999999999921;-63.401729583740234;-63.401729583740234
16.76749999999992;-63.369026184082031;-63.369026184082031
16.81499999999992;-63.38922119140625;-63.38922119140625
16.862499999999919;-63.210906982421875;-63.210906982421875
16.909999999999918;-63.397678375244141;-63.397678375244141
16.957499999999918;-63.270034790039063;-63.270034790039063
17.004999999999917;-63.378746032714844;-63.378746032714844
17.052499999999917;-63.470085144042969;-63.470085144042969
17.099999999999916;-63.550430297851563;-63.550430297851563
17.147499999999916;-63.450447082519531;-63.450447082519531
17.194999999999915;-63.615203857421875;-63.615203857421875
17.242499999999914;-63.630168914794922;-63.630168914794922
17.289999999999914;-63.6904296875;-63.6904296875
17.337499999999913;-63.779335021972656;-63.779335021972656
17.384999999999913;-63.824596405029297;-63.824596405029297
17.432499999999912;-63.925201416015625;-63.925201416015625
17.479999999999912;-64.005142211914063;-64.005142211914063
17.527499999999911;-64.080772399902344;-64.080772399902344
17.57499999999991;-64.159805297851562;-64.159805297851562
17.62249999999991;-64.264961242675781;-64.264961242675781
17.669999999999909;-64.243118286132813;-64.243118286132813
17.717499999999909;-64.354194641113281;-64.354194641113281
17.764999999999908;-64.296554565429687;-64.296554565429687
17.812499999999908;-64.323127746582031;-64.323127746582031
17.859999999999907;-64.269706726074219;-64.269706726074219
17.907499999999906;-64.303520202636719;-64.303520202636719
17.954999999999906;-64.334320068359375;-64.334320068359375
18.002499999999905;-64.401641845703125;-64.401641845703125
18.049999999999905;-64.313949584960938;-64.313949584960938
18.097499999999904;-64.138832092285156;-64.138832092285156
18.144999999999904;-64.06744384765625;-64.06744384765625
18.192499999999903;-64.045021057128906;-64.045021057128906
18.239999999999903;-63.970970153808594;-63.970970153808594
18.287499999999902;-63.833858489990234;-63.833858489990234
18.334999999999901;-63.729362487792969;-63.729362487792969
18.382499999999901;-63.54071044921875;-63.54071044921875
18.4299999999999;-63.499782562255859;-63.499782562255859
18.4774999999999;-63.442493438720703;-63.442493438720703
18.524999999999899;-63.461921691894531;-63.461921691894531
18.572499999999899;-63.254486083984375;-63.254486083984375
18.619999999999898;-63.231182098388672;-63.231182098388672
18.667499999999897;-63.233222961425781;-63.233222961425781
18.714999999999897;-63.191043853759766;-63.191043853759766
18.762499999999896;-63.04241943359375;-63.04241943359375
18.809999999999896;-63.025306701660156;-63.025306701660156
18.857499999999895;-63.162063598632812;-63.162063598632812
18.904999999999895;-62.985485076904297;-62.985485076904297
18.952499999999894;-62.987869262695313;-62.987869262695313
18.999999999999893;-63.020523071289062;-63.020523071289062
19.047499999999893;-63.021442413330078;-63.021442413330078
19.094999999999892;-63.178737640380859;-63.178737640380859
19.142499999999892;-63.115493774414063;-63.115493774414063
19.189999999999891;-63.185714721679688;-63.185714721679688
19.237499999999891;-63.173236846923828;-63.173236846923828
19.28499999999989;-63.102146148681641;-63.102146148681641
19.332499999999889;-63.090644836425781;-63.090644836425781
19.379999999999889;-62.999591827392578;-62.999591827392578
19.427499999999888;-62.885196685791016;-62.885196685791016
19.474999999999888;-62.858421325683594;-62.858421325683594
19.522499999999887;-62.834300994873047;-62.834300994873047
19.569999999999887;-62.878353118896484;-62.878353118896484
19.617499999999886;-62.795417785644531;-62.795417785644531
19.664999999999885;-62.653644561767578;-62.653644561767578
19.712499999999885;-62.666343688964844;-62.666343688964844
19.759999999999884;-62.557060241699219;-62.557060241699219
19.807499999999884;-62.554523468017578;-62.554523468017578
19.854999999999883;-62.567436218261719;-62.567436218261719
19.902499999999883;-62.493045806884766;-62.493045806884766
19.949999999999882;-62.342983245849609;-62.342983245849609
19.997499999999881;-62.200977325439453;-62.200977325439453
20.044999999999881;-62.175617218017578;-62.175617218017578
20.09249999999988;-62.052200317382813;-62.052200317382813
20.13999999999988;-62.111213684082031;-62.111213684082031
20.187499999999879;-62.036468505859375;-62.036468505859375
20.234999999999879;-61.921730041503906;-61.921730041503906
20.282499999999878;-61.889713287353516;-61.889713287353516
20.329999999999878;-61.776996612548828;-61.776996612548828
20.377499999999877;-61.672065734863281;-61.672065734863281
20.424999999999876;-61.670604705810547;-61.670604705810547
20.472499999999876;-61.633480072021484;-61.633480072021484
20.519999999999875;-61.477207183837891;-61.477207183837891
20.567499999999875;-61.53558349609375;-61.53558349609375
20.614999999999874;-61.367511749267578;-61.367511749267578
20.662499999999874;-61.426673889160156;-61.426673889160156
20.709999999999873;-61.415225982666016;-61.415225982666016
20.757499999999872;-61.344448089599609;-61.344448089599609
20.804999999999872;-61.429595947265625;-61.429595947265625
20.852499999999871;-61.328441619873047;-61.328441619873047
20.899999999999871;-61.253395080566406;-61.253395080566406
20.94749999999987;-61.215930938720703;-61.215930938720703
20.99499999999987;-61.180770874023438;-61.180770874023438
21.042499999999869;-61.036819458007813;-61.036819458007813
21.089999999999868;-60.993259429931641;-60.993259429931641
21.137499999999868;-60.969810485839844;-60.969810485839844
21.184999999999867;-60.926593780517578;-60.926593780517578
21.232499999999867;-60.876655578613281;-60.876655578613281
21.279999999999866;-60.901676177978516;-60.901676177978516
21.327499999999866;-60.840061187744141;-60.840061187744141
21.374999999999865;-60.6904296875;-60.6904296875
21.422499999999864;-60.827842712402344;-60.827842712402344
21.469999999999864;-60.787197113037109;-60.787197113037109
21.517499999999863;-60.631343841552734;-60.631343841552734
21.564999999999863;-60.610641479492188;-60.610641479492188
21.612499999999862;-60.517208099365234;-60.517208099365234
21.659999999999862;-60.403011322021484;-60.403011322021484
21.707499999999861;-60.322433471679688;-60.322433471679688
21.75499999999986;-60.324264526367188;-60.324264526367188
21.80249999999986;-60.199844360351562;-60.199844360351562
21.849999999999859;-60.156551361083984;-60.156551361083984
21.897499999999859;-60.088943481445313;-60.088943481445313
21.944999999999858;-59.97332763671875;-59.97332763671875
21.992499999999858;-60.037670135498047;-60.037670135498047
22.039999999999857;-59.987812042236328;-59.987812042236328
22.087499999999856;-60.083934783935547;-60.083934783935547
22.134999999999856;-60.040256500244141;-60.040256500244141
22.182499999999855;-60.030666351318359;-60.030666351318359
22.229999999999855;-60.079666137695313;-60.079666137695313
22.277499999999854;-59.985610961914063;-59.985610961914063
22.324999999999854;-60.128414154052734;-60.128414154052734
22.372499999999853;-60.101272583007813;-60.101272583007813
22.419999999999852;-60.055400848388672;-60.055400848388672
22.467499999999852;-60.1961669921875;-60.1961669921875
22.514999999999851;-60.316043853759766;-60.316043853759766
22.562499999999851;-60.266132354736328;-60.266132354736328
22.60999999999985;-60.277065277099609;-60.277065277099609
22.65749999999985;-60.295806884765625;-60.295806884765625
22.704999999999849;-60.310382843017578;-60.310382843017578
22.752499999999849;-60.300178527832031;-60.300178527832031
22.799999999999848;-60.325542449951172;-60.325542449951172
22.847499999999847;-60.348964691162109;-60.348964691162109
22.894999999999847;-60.331752777099609;-60.331752777099609
22.942499999999846;-60.2603759765625;-60.2603759765625
22.989999999999846;-60.355010986328125;-60.355010986328125
23.037499999999845;-60.261863708496094;-60.261863708496094
23.084999999999845;-60.262420654296875;-60.262420654296875
23.132499999999844;-60.217521667480469;-60.217521667480469
23.179999999999843;-60.266685485839844;-60.266685485839844
23.227499999999843;-60.148136138916016;-60.148136138916016
23.274999999999842;-60.159294128417969;-60.159294128417969
