Type;ESR-7;
Version;3.48;
Date;15.Oct 25;
Mode;ANALYZER;
Center Freq;3100000000.000000;Hz
Freq Offset;0.000000;Hz
Span;0.000000;Hz
x-Axis;LIN;
Start;3100000000.000000;Hz
Stop;3100000000.000000;Hz
Ref Level;-5.000000;dBm
Level Offset;0.000000;dB
Ref Position;100.000000;%
y-Axis;LOG;
Level Range;100.000000;dB
Rf Att;15.000000;dB
El Att;0.000000;dB
RBW;100000.000000;Hz
VBW;100000.000000;Hz
SWT;95.000000;s
Trace Mode;CLR/WRITE;
Detector;AUTOPEAK;
Sweep Count;0;
x-Unit;s;
y-Unit;dBm;
Preamplifier;OFF;
Transducer;OFF;
Values;1905;
7.9800000000000235;-53.396270751953125;-53.396270751953125
8.027500000000023;-53.339454650878906;-53.339454650878906
8.075000000000022;-53.37156295776367;-53.37156295776367
8.122500000000022;-53.280845642089844;-53.280845642089844
8.170000000000021;-53.302310943603516;-53.302310943603516
8.21750000000002;-53.27604675292969;-53.27604675292969
8.26500000000002;-53.17158126831055;-53.17158126831055
8.31250000000002;-53.135704040527344;-53.135704040527344
8.360000000000019;-53.075706481933594;-53.075706481933594
8.407500000000018;-53.003456115722656;-53.003456115722656
8.455000000000018;-52.95926284790039;-52.95926284790039
8.502500000000017;-52.877811431884766;-52.877811431884766
8.550000000000017;-52.898494720458984;-52.898494720458984
8.597500000000016;-52.91200637817383;-52.91200637817383
8.645000000000016;-52.87356948852539;-52.87356948852539
8.692500000000015;-52.9055290222168;-52.9055290222168
8.740000000000014;-52.880760192871094;-52.880760192871094
8.787500000000014;-52.95216369628906;-52.95216369628906
8.835000000000013;-52.90589141845703;-52.90589141845703
8.882500000000013;-52.976585388183594;-52.976585388183594
8.930000000000012;-52.98900604248047;-52.98900604248047
8.977500000000012;-53.00858688354492;-53.00858688354492
9.025000000000011;-53.05707931518555;-53.05707931518555
9.07250000000001;-53.14025115966797;-53.14025115966797
9.12000000000001;-53.143890380859375;-53.143890380859375
9.16750000000001;-53.24507522583008;-53.24507522583008
9.215000000000009;-53.39095687866211;-53.39095687866211
9.262500000000008;-53.40525436401367;-53.40525436401367
9.310000000000008;-53.48450469970703;-53.48450469970703
9.357500000000007;-53.56290817260742;-53.56290817260742
9.405000000000006;-53.64461135864258;-53.64461135864258
9.452500000000006;-53.7431640625;-53.7431640625
9.500000000000005;-53.80403137207031;-53.80403137207031
9.547500000000005;-53.899044036865234;-53.899044036865234
9.595000000000004;-53.961891174316406;-53.961891174316406
9.642500000000004;-53.99974822998047;-53.99974822998047
9.690000000000003;-54.030372619628906;-54.030372619628906
9.737500000000002;-54.087589263916016;-54.087589263916016
9.785000000000002;-54.097965240478516;-54.097965240478516
9.832500000000001;-54.10070037841797;-54.10070037841797
9.88;-54.17060852050781;-54.17060852050781
9.9275;-54.14858627319336;-54.14858627319336
9.975;-54.14162826538086;-54.14162826538086
10.022499999999999;-54.183292388916016;-54.183292388916016
10.069999999999999;-54.17336654663086;-54.17336654663086
10.117499999999998;-54.18310546875;-54.18310546875
10.164999999999997;-54.17409896850586;-54.17409896850586
10.212499999999997;-54.17170715332031;-54.17170715332031
10.259999999999996;-54.152069091796875;-54.152069091796875
10.307499999999996;-54.04054260253906;-54.04054260253906
10.354999999999995;-54.04627990722656;-54.04627990722656
10.402499999999995;-54.08667755126953;-54.08667755126953
10.449999999999994;-54.029998779296875;-54.029998779296875
10.497499999999993;-54.022064208984375;-54.022064208984375
10.544999999999993;-53.79134750366211;-53.79134750366211
10.592499999999992;-53.71889877319336;-53.71889877319336
10.639999999999992;-53.69901657104492;-53.69901657104492
10.687499999999991;-53.719268798828125;-53.719268798828125
10.73499999999999;-53.65938186645508;-53.65938186645508
10.78249999999999;-53.6486701965332;-53.6486701965332
10.82999999999999;-53.641845703125;-53.641845703125
10.877499999999989;-53.66511535644531;-53.66511535644531
10.924999999999988;-53.71270751953125;-53.71270751953125
10.972499999999988;-53.8294563293457;-53.8294563293457
11.019999999999987;-53.88090515136719;-53.88090515136719
11.067499999999987;-54.02427673339844;-54.02427673339844
11.114999999999986;-54.328548431396484;-54.328548431396484
11.162499999999985;-54.48146057128906;-54.48146057128906
11.209999999999985;-54.604637145996094;-54.604637145996094
11.257499999999984;-54.69374084472656;-54.69374084472656
11.304999999999984;-54.8653564453125;-54.8653564453125
11.352499999999983;-54.98765563964844;-54.98765563964844
11.399999999999983;-55.05244445800781;-55.05244445800781
11.447499999999982;-55.03950500488281;-55.03950500488281
11.494999999999981;-55.174034118652344;-55.174034118652344
11.54249999999998;-55.27481460571289;-55.27481460571289
11.58999999999998;-55.30250930786133;-55.30250930786133
11.63749999999998;-55.283241271972656;-55.283241271972656
11.68499999999998;-55.24519348144531;-55.24519348144531
11.732499999999979;-55.16904067993164;-55.16904067993164
11.779999999999978;-55.161277770996094;-55.161277770996094
11.827499999999977;-55.109352111816406;-55.109352111816406
11.874999999999977;-55.13969802856445;-55.13969802856445
11.922499999999976;-55.31648635864258;-55.31648635864258
11.969999999999976;-55.306190490722656;-55.306190490722656
12.017499999999975;-55.07509231567383;-55.07509231567383
12.064999999999975;-54.896087646484375;-54.896087646484375
12.112499999999974;-54.88034439086914;-54.88034439086914
12.159999999999973;-54.92325973510742;-54.92325973510742
12.207499999999973;-55.022945404052734;-55.022945404052734
12.254999999999972;-55.06503677368164;-55.06503677368164
12.302499999999972;-55.07380676269531;-55.07380676269531
12.349999999999971;-54.79539489746094;-54.79539489746094
12.39749999999997;-54.7054443359375;-54.7054443359375
12.44499999999997;-54.668922424316406;-54.668922424316406
12.49249999999997;-54.604820251464844;-54.604820251464844
12.539999999999969;-54.574554443359375;-54.574554443359375
12.587499999999968;-54.677490234375;-54.677490234375
12.634999999999968;-54.62629318237305;-54.62629318237305
12.682499999999967;-54.64707946777344;-54.64707946777344
12.729999999999967;-54.65217208862305;-54.65217208862305
12.777499999999966;-54.616477966308594;-54.616477966308594
12.824999999999966;-54.672019958496094;-54.672019958496094
12.872499999999965;-54.7237663269043;-54.7237663269043
12.919999999999964;-54.684242248535156;-54.684242248535156
12.967499999999964;-54.66691970825195;-54.66691970825195
13.014999999999963;-54.76438903808594;-54.76438903808594
13.062499999999963;-54.77655792236328;-54.77655792236328
13.109999999999962;-54.78966522216797;-54.78966522216797
13.157499999999962;-54.794288635253906;-54.794288635253906
13.204999999999961;-54.891693115234375;-54.891693115234375
13.25249999999996;-54.954010009765625;-54.954010009765625
13.29999999999996;-55.0052604675293;-55.0052604675293
13.34749999999996;-55.02476501464844;-55.02476501464844
13.394999999999959;-55.063575744628906;-55.063575744628906
13.442499999999958;-55.11118698120117;-55.11118698120117
13.489999999999958;-55.198665618896484;-55.198665618896484
13.537499999999957;-55.226409912109375;-55.226409912109375
13.584999999999956;-55.29498291015625;-55.29498291015625
13.632499999999956;-55.33877944946289;-55.33877944946289
13.679999999999955;-55.36946487426758;-55.36946487426758
13.727499999999955;-55.47345733642578;-55.47345733642578
13.774999999999954;-55.50578308105469;-55.50578308105469
13.822499999999954;-55.546173095703125;-55.546173095703125
13.869999999999953;-55.62091064453125;-55.62091064453125
13.917499999999952;-55.73990249633789;-55.73990249633789
13.964999999999952;-55.79830551147461;-55.79830551147461
14.012499999999951;-55.9064826965332;-55.9064826965332
14.05999999999995;-55.93234634399414;-55.93234634399414
14.10749999999995;-55.98774337768555;-55.98774337768555
14.15499999999995;-56.11221694946289;-56.11221694946289
14.202499999999949;-56.15028381347656;-56.15028381347656
14.249999999999948;-56.18968963623047;-56.18968963623047
14.297499999999948;-56.24528121948242;-56.24528121948242
14.344999999999947;-56.28291320800781;-56.28291320800781
14.392499999999947;-56.30512237548828;-56.30512237548828
14.439999999999946;-56.336246490478516;-56.336246490478516
14.487499999999946;-56.343345642089844;-56.343345642089844
14.534999999999945;-56.34735107421875;-56.34735107421875
14.582499999999945;-56.46210861206055;-56.46210861206055
14.629999999999944;-56.44974899291992;-56.44974899291992
14.677499999999943;-56.48834991455078;-56.48834991455078
14.724999999999943;-56.59505081176758;-56.59505081176758
14.772499999999942;-56.59028625488281;-56.59028625488281
14.819999999999942;-56.647953033447266;-56.647953033447266
14.867499999999941;-56.783416748046875;-56.783416748046875
14.91499999999994;-56.799373626708984;-56.799373626708984
14.96249999999994;-56.881248474121094;-56.881248474121094
15.00999999999994;-56.99238586425781;-56.99238586425781
15.057499999999939;-57.01445388793945;-57.01445388793945
15.104999999999938;-57.06411361694336;-57.06411361694336
15.152499999999938;-57.10436248779297;-57.10436248779297
15.199999999999937;-57.157222747802734;-57.157222747802734
15.247499999999937;-57.20745086669922;-57.20745086669922
15.294999999999936;-57.369903564453125;-57.369903564453125
15.342499999999935;-57.52945327758789;-57.52945327758789
15.389999999999935;-57.686256408691406;-57.686256408691406
15.437499999999934;-57.8323860168457;-57.8323860168457
15.484999999999934;-57.97602081298828;-57.97602081298828
15.532499999999933;-57.98027420043945;-57.98027420043945
15.579999999999933;-57.995086669921875;-57.995086669921875
15.627499999999932;-57.964385986328125;-57.964385986328125
15.674999999999931;-58.035736083984375;-58.035736083984375
15.72249999999993;-58.02864456176758;-58.02864456176758
15.76999999999993;-58.25457000732422;-58.25457000732422
15.81749999999993;-58.33395767211914;-58.33395767211914
15.86499999999993;-58.31904602050781;-58.31904602050781
15.912499999999929;-58.436439514160156;-58.436439514160156
15.959999999999928;-58.505165100097656;-58.505165100097656
16.00749999999993;-58.564422607421875;-58.564422607421875
16.05499999999993;-58.57554626464844;-58.57554626464844
16.102499999999928;-58.667823791503906;-58.667823791503906
16.149999999999928;-58.67314910888672;-58.67314910888672
16.197499999999927;-58.73064041137695;-58.73064041137695
16.244999999999926;-58.78260803222656;-58.78260803222656
16.292499999999926;-58.707008361816406;-58.707008361816406
16.339999999999925;-58.71310043334961;-58.71310043334961
16.387499999999925;-58.73859786987305;-58.73859786987305
16.434999999999924;-58.75119400024414;-58.75119400024414
16.482499999999924;-58.801551818847656;-58.801551818847656
16.529999999999923;-58.7623176574707;-58.7623176574707
16.577499999999922;-58.78078079223633;-58.78078079223633
16.624999999999922;-58.82127380371094;-58.82127380371094
16.67249999999992;-58.853336334228516;-58.853336334228516
16.71999999999992;-58.915950775146484;-58.915950775146484
16.76749999999992;-58.88127136230469;-58.88127136230469
16.81499999999992;-59.0225944519043;-59.0225944519043
16.86249999999992;-59.08375930786133;-59.08375930786133
16.90999999999992;-59.16593933105469;-59.16593933105469
16.957499999999918;-59.28133010864258;-59.28133010864258
17.004999999999917;-59.31180953979492;-59.31180953979492
17.052499999999917;-59.46815490722656;-59.46815490722656
17.099999999999916;-59.613712310791016;-59.613712310791016
17.147499999999916;-59.68996810913086;-59.68996810913086
17.194999999999915;-59.90094757080078;-59.90094757080078
17.242499999999914;-60.10181427001953;-60.10181427001953
17.289999999999914;-60.336875915527344;-60.336875915527344
17.337499999999913;-60.43089294433594;-60.43089294433594
17.384999999999913;-60.81618118286133;-60.81618118286133
17.432499999999912;-60.99566650390625;-60.99566650390625
17.47999999999991;-61.22936248779297;-61.22936248779297
17.52749999999991;-61.494239807128906;-61.494239807128906
17.57499999999991;-61.79035186767578;-61.79035186767578
17.62249999999991;-62.064849853515625;-62.064849853515625
17.66999999999991;-62.22677230834961;-62.22677230834961
17.71749999999991;-62.342613220214844;-62.342613220214844
17.764999999999908;-62.783348083496094;-62.783348083496094
17.812499999999908;-63.007850646972656;-63.007850646972656
17.859999999999907;-63.146324157714844;-63.146324157714844
17.907499999999906;-63.39546585083008;-63.39546585083008
17.954999999999906;-63.528446197509766;-63.528446197509766
18.002499999999905;-63.70521545410156;-63.70521545410156
18.049999999999905;-63.74715042114258;-63.74715042114258
18.097499999999904;-63.753028869628906;-63.753028869628906
18.144999999999904;-63.818119049072266;-63.818119049072266
18.192499999999903;-64.0219955444336;-64.0219955444336
18.239999999999903;-63.99366760253906;-63.99366760253906
18.287499999999902;-64.15299987792969;-64.15299987792969
18.3349999999999;-64.13147735595703;-64.13147735595703
18.3824999999999;-64.19081115722656;-64.19081115722656
18.4299999999999;-64.30058288574219;-64.30058288574219
18.4774999999999;-64.28961181640625;-64.28961181640625
18.5249999999999;-64.44646453857422;-64.44646453857422
18.5724999999999;-64.64029693603516;-64.64029693603516
18.619999999999898;-64.63555145263672;-64.63555145263672
18.667499999999897;-64.56874084472656;-64.56874084472656
18.714999999999897;-64.60710144042969;-64.60710144042969
18.762499999999896;-64.88055419921875;-64.88055419921875
18.809999999999896;-64.88404083251953;-64.88404083251953
18.857499999999895;-64.76383209228516;-64.76383209228516
18.904999999999895;-64.89395904541016;-64.89395904541016
18.952499999999894;-64.99191284179688;-64.99191284179688
18.999999999999893;-65.11376190185547;-65.11376190185547
19.047499999999893;-65.2131576538086;-65.2131576538086
19.094999999999892;-65.3453598022461;-65.3453598022461
19.14249999999989;-65.22007751464844;-65.22007751464844
19.18999999999989;-65.30874633789062;-65.30874633789062
19.23749999999989;-65.32056427001953;-65.32056427001953
19.28499999999989;-65.32703399658203;-65.32703399658203
19.33249999999989;-65.3823013305664;-65.3823013305664
19.37999999999989;-65.34555053710938;-65.34555053710938
19.42749999999989;-65.47807312011719;-65.47807312011719
19.474999999999888;-65.39816284179688;-65.39816284179688
19.522499999999887;-65.6786117553711;-65.6786117553711
19.569999999999887;-65.74408721923828;-65.74408721923828
19.617499999999886;-65.67418670654297;-65.67418670654297
19.664999999999885;-65.9307861328125;-65.9307861328125
19.712499999999885;-65.7302017211914;-65.7302017211914
19.759999999999884;-65.91542053222656;-65.91542053222656
19.807499999999884;-65.87600708007812;-65.87600708007812
19.854999999999883;-65.69947814941406;-65.69947814941406
19.902499999999883;-65.8817367553711;-65.8817367553711
19.949999999999882;-65.76374053955078;-65.76374053955078
19.99749999999988;-65.82410430908203;-65.82410430908203
20.04499999999988;-65.82831573486328;-65.82831573486328
20.09249999999988;-65.60702514648438;-65.60702514648438
20.13999999999988;-65.56236267089844;-65.56236267089844
20.18749999999988;-65.50038146972656;-65.50038146972656
20.23499999999988;-65.36774444580078;-65.36774444580078
20.282499999999878;-65.22738647460938;-65.22738647460938
20.329999999999878;-65.13538360595703;-65.13538360595703
20.377499999999877;-64.96989440917969;-64.96989440917969
20.424999999999876;-64.81632232666016;-64.81632232666016
20.472499999999876;-64.7479248046875;-64.7479248046875
20.519999999999875;-64.60356903076172;-64.60356903076172
20.567499999999875;-64.37188720703125;-64.37188720703125
20.614999999999874;-64.24440002441406;-64.24440002441406
20.662499999999874;-64.47586822509766;-64.47586822509766
20.709999999999873;-64.22563934326172;-64.22563934326172
20.757499999999872;-64.08277130126953;-64.08277130126953
20.804999999999872;-64.02607727050781;-64.02607727050781
20.85249999999987;-64.04537963867188;-64.04537963867188
20.89999999999987;-63.719661712646484;-63.719661712646484
20.94749999999987;-63.699371337890625;-63.699371337890625
20.99499999999987;-63.58256912231445;-63.58256912231445
21.04249999999987;-63.33024978637695;-63.33024978637695
21.08999999999987;-63.25577163696289;-63.25577163696289
21.137499999999868;-63.09102249145508;-63.09102249145508
21.184999999999867;-62.89500045776367;-62.89500045776367
21.232499999999867;-62.64886474609375;-62.64886474609375
21.279999999999866;-62.585670471191406;-62.585670471191406
21.327499999999866;-62.43522644042969;-62.43522644042969
21.374999999999865;-62.262760162353516;-62.262760162353516
21.422499999999864;-62.06081771850586;-62.06081771850586
21.469999999999864;-61.785728454589844;-61.785728454589844
21.517499999999863;-61.61360549926758;-61.61360549926758
21.564999999999863;-61.45473861694336;-61.45473861694336
21.612499999999862;-61.24337387084961;-61.24337387084961
21.65999999999986;-61.0677604675293;-61.0677604675293
21.70749999999986;-60.77909469604492;-60.77909469604492
21.75499999999986;-60.72293472290039;-60.72293472290039
21.80249999999986;-60.415184020996094;-60.415184020996094
21.84999999999986;-60.326454162597656;-60.326454162597656
21.89749999999986;-60.165340423583984;-60.165340423583984
21.944999999999858;-59.991661071777344;-59.991661071777344
21.992499999999858;-59.87333679199219;-59.87333679199219
22.039999999999857;-59.84415054321289;-59.84415054321289
22.087499999999856;-59.7177619934082;-59.7177619934082
22.134999999999856;-59.613162994384766;-59.613162994384766
22.182499999999855;-59.52326583862305;-59.52326583862305
22.229999999999855;-59.46833801269531;-59.46833801269531
22.277499999999854;-59.38740921020508;-59.38740921020508
22.324999999999854;-59.20386505126953;-59.20386505126953
22.372499999999853;-59.228023529052734;-59.228023529052734
22.419999999999852;-59.20130920410156;-59.20130920410156
22.467499999999852;-59.2042350769043;-59.2042350769043
22.51499999999985;-59.120147705078125;-59.120147705078125
22.56249999999985;-59.064422607421875;-59.064422607421875
22.60999999999985;-58.93686294555664;-58.93686294555664
22.65749999999985;-59.050636291503906;-59.050636291503906
22.70499999999985;-58.9379768371582;-58.9379768371582
22.75249999999985;-58.91835403442383;-58.91835403442383
22.799999999999848;-58.90339660644531;-58.90339660644531
22.847499999999847;-58.85902786254883;-58.85902786254883
22.894999999999847;-58.83830261230469;-58.83830261230469
22.942499999999846;-58.820919036865234;-58.820919036865234
22.989999999999846;-58.7591667175293;-58.7591667175293
23.037499999999845;-58.79261779785156;-58.79261779785156
23.084999999999845;-58.69264221191406;-58.69264221191406
23.132499999999844;-58.758975982666016;-58.758975982666016
23.179999999999843;-58.690433502197266;-58.690433502197266
23.227499999999843;-58.71199035644531;-58.71199035644531
23.274999999999842;-58.683807373046875;-58.683807373046875
23.32249999999984;-58.70977783203125;-58.70977783203125
23.36999999999984;-58.57498550415039;-58.57498550415039
23.41749999999984;-58.62425231933594;-58.62425231933594
23.46499999999984;-58.58445358276367;-58.58445358276367
23.51249999999984;-58.487152099609375;-58.487152099609375
23.55999999999984;-58.42604446411133;-58.42604446411133
23.60749999999984;-58.32971954345703;-58.32971954345703
23.654999999999838;-58.34667205810547;-58.34667205810547
23.702499999999837;-58.21725082397461;-58.21725082397461
23.749999999999837;-58.21779251098633;-58.21779251098633
23.797499999999836;-58.116024017333984;-58.116024017333984
23.844999999999835;-58.0896110534668;-58.0896110534668
23.892499999999835;-58.069480895996094;-58.069480895996094
23.939999999999834;-57.908260345458984;-57.908260345458984
23.987499999999834;-57.9588508605957;-57.9588508605957
24.034999999999833;-57.94078826904297;-57.94078826904297
24.082499999999833;-57.86964416503906;-57.86964416503906
24.129999999999832;-57.84994125366211;-57.84994125366211
24.17749999999983;-57.86800003051758;-57.86800003051758
24.22499999999983;-57.78401565551758;-57.78401565551758
24.27249999999983;-57.879329681396484;-57.879329681396484
24.31999999999983;-57.81529998779297;-57.81529998779297
24.36749999999983;-57.865623474121094;-57.865623474121094
24.41499999999983;-57.78605270385742;-57.78605270385742
24.462499999999828;-57.791969299316406;-57.791969299316406
24.509999999999827;-57.69100570678711;-57.69100570678711
24.557499999999827;-57.677852630615234;-57.677852630615234
24.604999999999826;-57.617347717285156;-57.617347717285156
24.652499999999826;-57.585182189941406;-57.585182189941406
24.699999999999825;-57.59127426147461;-57.59127426147461
24.747499999999825;-57.57098388671875;-57.57098388671875
24.794999999999824;-57.50674819946289;-57.50674819946289
24.842499999999824;-57.487388610839844;-57.487388610839844
24.889999999999823;-57.453372955322266;-57.453372955322266
24.937499999999822;-57.37155532836914;-57.37155532836914
24.984999999999822;-57.317134857177734;-57.317134857177734
25.03249999999982;-57.281036376953125;-57.281036376953125
25.07999999999982;-57.258522033691406;-57.258522033691406
25.12749999999982;-57.186622619628906;-57.186622619628906
25.17499999999982;-57.196205139160156;-57.196205139160156
25.22249999999982;-57.21723175048828;-57.21723175048828
25.26999999999982;-57.16731643676758;-57.16731643676758
25.317499999999818;-57.16474151611328;-57.16474151611328
25.364999999999817;-57.103816986083984;-57.103816986083984
25.412499999999817;-57.10673904418945;-57.10673904418945
25.459999999999816;-57.13560104370117;-57.13560104370117
25.507499999999816;-57.161808013916016;-57.161808013916016
25.554999999999815;-57.1264533996582;-57.1264533996582
